name,email,password_hash,balance
Fernando Azevedo,fernando.azevedo1@catchit.pt,$2b$12$kqZqvycjU5feQaK2LAkane2HhnAjssnKuCMi738W9LkmahlgFukHm,131.82
Inês Carvalho,ines.carvalho1@catchit.pt,$2b$12$YRzDaD/qIzCsL35mUKh5Au3X7cpKCCu97WdZiCbPLacSmUG2Xz8LW,408.36
Leonor Melo,leonor.melo4@catchit.pt,$2b$12$OiXXyjmbvxFPWmDC7V4VbeB8gi6QX4uJQeVVW5Ur1TXFcExPah4G6,317.66
Rui Melo,rui.melo2@catchit.pt,$2b$12$Gccn8IIZkLkGpU4XG.AtsusGpuGyH.SsaYGKarhASJMWVKWMYOYY2,99.73
Mariana Ramos,mariana.ramos1@catchit.pt,$2b$12$Ajjrp9Mgy0R/pIHbrS1MN.r6DepZX4tAyfZaCOf/i3EcjX2Fwxhm6,466.13
Helena Coelho,helena.coelho1@catchit.pt,$2b$12$7Z9a4ylnRtD7ArgkKilMMu73g0P5HUabIuhA/HavLp.3gU2VBXke2,407.72
Gonçalo Mendes,goncalo.mendes@catchit.pt,$2b$12$ZTwaFvmZ6DbyDXuWFAzbN.6I9ZjbozvwDFJxQFYIxos4ldsfZTDJS,29.51
João Rodrigues,joao.rodrigues3@catchit.pt,$2b$12$dGMAQwc13WBRS7pVyKfcBO7iwPBQ/A0lIhTYMTMHYnmTEYyhcmIuu,347.12
Diana Pinto,diana.pinto2@catchit.pt,$2b$12$mMLHlPa1vI.cEXFrF.kVQu/XPkerjNiscGypDvEYj.8E.IWDIpRcq,267.04
Vanessa Rodrigues,vanessa.rodrigues1@catchit.pt,$2b$12$CXshcdSLB5liniyhFlslQO9WBXXV72zVW0z7VeZEnId7zd.L8cO5a,94.51
Marco Oliveira,marco.oliveira1@catchit.pt,$2b$12$kwN8UfDPz7CRg0EdY4EPh.ifC4VDQbZwlVP19o424YUpLfwElBKRC,465.59
Vanessa Correia,vanessa.correia1@catchit.pt,$2b$12$CASSPgHSt5/OZw5lBtOznOZr0LXZfiKOa2mJYFDFoye09AvdWkEDK,92.44
Bruno Melo,bruno.melo5@catchit.pt,$2b$12$HqTzYvmQaJapA0GriD2bl.n0lfKOKjrltzhYN3qjAWVB1MagZF0fW,241.97
Mónica Soares,monica.soares2@catchit.pt,$2b$12$F91XeEfckGxoise9eXK7Duj6obiReRjSh.leuv0Z1Me5uBwyl2QP.,189.29
Ana Sousa,ana.sousa1@catchit.pt,$2b$12$WkmQRBd2UaVmcJGWPB.RNOGQmBLpcP2PKQe5kDlcQdbTolbHLYhJC,414.82
Paulo Dias,paulo.dias1@catchit.pt,$2b$12$OopgEPQPGSmF7GVvqnXj2.hnkcSl29DrqWg3YrMm0LQXUFb64hHji,287.23
João Soares,joao.soares@catchit.pt,$2b$12$XWFpn6CGKAqArmS4yE64SuMKkxFewBCQrlfg9V5diYvhjV/M3QdT6,216.01
Helena Cardoso,helena.cardoso1@catchit.pt,$2b$12$poGzXZWrHzNVDIcepeQMOuxm6xgl2OvAMriLwCtKDyaaKuivUmgvG,63.04
Joana Fonseca,joana.fonseca3@catchit.pt,$2b$12$XVbJBZyTUa/UfEQbgRNTLupxZtmKFWO8UYR25TutQTaNI5ltmfGM6,128.17
Marco Ferreira,marco.ferreira@catchit.pt,$2b$12$9pw3QR.gSguyUqrCMVSIBuPPamoy1vZdDzVKkm5mrLKi9WlxMiqAS,124.89
Marta Teixeira,marta.teixeira3@catchit.pt,$2b$12$FhiRINlzlo5e75r5d5xXNOC2iTbq8kwGgdkJVWcZ/CJkvH3nbrRJC,209.65
Francisca Teixeira,francisca.teixeira4@catchit.pt,$2b$12$8jjWGtqnTgIIy4Z23hhEPesr0eHGel5wy7S31pjoJ2yi/ZAWT1Ilq,225.38
Alexandre Nunes,alexandre.nunes2@catchit.pt,$2b$12$wVpFxD2mOmUywXLhsOdS3unMA.50xq1CqGNfQr4aNK6yDgUXBAGb6,176.18
Diana Borges,diana.borges2@catchit.pt,$2b$12$I2RZZx4KUdAWOHL5EIO0be8s/E0YiB7P8CcEWKlqmi8JLWnir5PWq,226.91
Marco Soares,marco.soares2@catchit.pt,$2b$12$kOjxkr6Efrn6eb4G5WOKwuP8oC7lP8p9hIwgGYw8INNIhwlY5V0xy,230.29
Sérgio Martins,sergio.martins4@catchit.pt,$2b$12$bl0gFm8sm6Fe.IhtWMCFtulkMu5WcKTWpB4LCD2OO1SZopgo57SES,498.63
Carla Mota,carla.mota2@catchit.pt,$2b$12$miAdMLUBR3IpnrSZLygnSe60bBSThpFbfWosgY5v0KcuEc7U8Ajuu,36.34
Vasco Azevedo,vasco.azevedo4@catchit.pt,$2b$12$TzPM3lkq0OG2AFSo3yqTrefbk7TXDveBNSX6DPoanX472R5SV2.w.,301.04
Helena Rodrigues,helena.rodrigues1@catchit.pt,$2b$12$CiBpOuf9KmIrz48349Ubl.3estK.lw51WJejHoH.MANTrz3Dgusmm,2.03
Patrícia Nunes,patricia.nunes@catchit.pt,$2b$12$Vq8vljdpUoYQlvGMXS0VBeKlg9HPyMIE6E5NHVKM5gv8i3G1M8Chm,182.67
Jorge Marques,jorge.marques2@catchit.pt,$2b$12$9FdaryV3VHOrtjjxxUNdleer60CBTgY2n908IdenwBjt79NFBYgiK,19.24
Susana Correia,susana.correia2@catchit.pt,$2b$12$9OB09H2rIivT.LtqchS1Y.up/eJXTYCZIOcvQBZEBjDURKchuqJxS,494.93
Rui Correia,rui.correia1@catchit.pt,$2b$12$Xc4e6g7SNnmwq0zmRhgsUu5r8PKAaYJi9omVfA9hMnXp8WnVl54sS,352.46
Diana Azevedo,diana.azevedo1@catchit.pt,$2b$12$3ykg0tH9tQwkkYgq.JY4lOLn6Xg0Xts/Rb6fhgBYsDuXAVvJUSIO2,261.08
Mónica Campos,monica.campos3@catchit.pt,$2b$12$qEf27wJqHqQ0fuLKhoxM3eRg/SH1Q4CrkOgTy3DuFgE70DrMU0LTG,471.21
Eduardo Gomes,eduardo.gomes1@catchit.pt,$2b$12$bdyFIWHzGJ8/z7pqt7oc..NHedh4U88Zf6OdFcO1ILvKYgN3EC2B.,367.13
Sofia Campos,sofia.campos1@catchit.pt,$2b$12$EoNHuq8hU9o5iOrnDLNxqe6t9Xr1.1zP3OeubHleLAvVuTgR6fvl6,229.26
Beatriz Gonçalves,beatriz.goncalves@catchit.pt,$2b$12$SQlBu3OgKs88j2Ods8w32OaMhREJ6IrfsBGQ4R4dn8clB0YMozZYm,347.56
Catarina Vieira,catarina.vieira1@catchit.pt,$2b$12$e6aEF8BjicAE/SRtH63y6.MrPyO7xsJH2mntOyGXeUmMEMHRmeudO,399.7
Bruno Oliveira,bruno.oliveira2@catchit.pt,$2b$12$Ixpc0Ol5mVzs2KdYBFExvuS/JeK5SlWv/rL9QSHkIuCoHRYniSe8K,3.7
Marta Silva,marta.silva3@catchit.pt,$2b$12$OHxghUwRtGoXu35fPRNqGuFiYd8Fl20dWHbGzzXNJBWeIz8Z87hcC,217.26
Ricardo Figueiredo,ricardo.figueiredo3@catchit.pt,$2b$12$4UPKP9qGlpqs7/mDi8hIh.LBqfXJNd0RFaoj6U2y380jiDyQ6/En2,447.3
Raquel Vieira,raquel.vieira4@catchit.pt,$2b$12$6kV6AxPvIjzJkdoOhqGn1unmehTgYJxo8kkl/79nt3N9ijCfxHBEW,211.93
Sofia Nunes,sofia.nunes2@catchit.pt,$2b$12$kOPPkeeSR.2.8DSDmwXbQ..LmXGQJLqCA4s58QWyO.PCBS/oYnAU2,329.44
João Monteiro,joao.monteiro1@catchit.pt,$2b$12$hS7NY5CvjFQDOCA3I1hxBumwt9XpQS.pdvy.7K.W9sC/Pyl9lUckK,327.33
Tiago Freitas,tiago.freitas2@catchit.pt,$2b$12$jWyoCmR50ZWJnijOWYAjgebD/rrd2K5dFwrabicxQzV/He9BRs9GG,211.5
Marco Costa,marco.costa4@catchit.pt,$2b$12$1/JqZLuX5M8ZOPMjgd43GuiNx3lgMIHqD86aMgOK1tq9p.JSYpWly,34.12
Mónica Rodrigues,monica.rodrigues3@catchit.pt,$2b$12$XhHWvatgEHGfYd8RDnkUzOnxmJIHGVHl3ixlQzrercrjEEsYAKyxG,103.71
Gonçalo Azevedo,goncalo.azevedo3@catchit.pt,$2b$12$m2SwN.uwWnhiE8rXcXTYyOAaRT2urmZJKnDO1f3zJSrt0dHiVlMvi,343.0
Patrícia Coelho,patricia.coelho@catchit.pt,$2b$12$vnVxntQQRNHNeJGv1NgpKex97gmOtb3JD7KEBgOc1/TRHLW9ksTzm,361.65
Sofia Ramos,sofia.ramos2@catchit.pt,$2b$12$1Z7Q/MzDL/PTLwdZXkknTODi6jPhjtNu4Xl61flB3cC6axVGzb6zi,70.27
Maria Monteiro,maria.monteiro3@catchit.pt,$2b$12$CbBPvAaald0q0XK.kZqB7ejPJ8OpPmM7GyNDDqJhUTMMPX52fakWe,297.65
Mariana Tavares,mariana.tavares@catchit.pt,$2b$12$S8lYqdfhvT7ardOwuLgLaOK1ip2w1tE1dUNOQVk0F7xX3oPyEvElK,3.37
Carolina Almeida,carolina.almeida1@catchit.pt,$2b$12$VudIzBR2TprFJ7UtBNy3SOOPwiiErLo0xQv7OW6369RRiC3D9YBJq,145.13
Teresa Rodrigues,teresa.rodrigues1@catchit.pt,$2b$12$EWKF2X58Pt4N8/v60YOkreSb5rQiWmMuRcjzSZcG4tOvs3zjWimtW,155.95
Pedro Cunha,pedro.cunha3@catchit.pt,$2b$12$ovP4LLjgoAHN5jto/7UUzO0Wfm7EwFDrk01HtXKvnuEqTQ3S3R1vq,289.04
Vanessa Freitas,vanessa.freitas5@catchit.pt,$2b$12$8tJiEtpo3eo2/pp5ZwElf.GvDaSLfR2yGcGRm3dTXnyRfO9iJs7cW,336.12
Susana Melo,susana.melo5@catchit.pt,$2b$12$gIqCSz5XSwp1R109Gdr2oOgLoBJlbx9ehXSzkd5k0hV57EdDOC/9u,64.55
Patrícia Rodrigues,patricia.rodrigues@catchit.pt,$2b$12$4z.o3.NbUFFZfZWuotTttuGKFK/x293w3i1zHVRRugc7Ri02JzFaK,331.79
Alexandre Moreira,alexandre.moreira2@catchit.pt,$2b$12$ja5UUJscYQspOs5CYwGKPe2uqQwD0Dt1rLCVJ3GbQd0XR7GOxrXGS,10.33
Nuno Ramos,nuno.ramos2@catchit.pt,$2b$12$iuQVUyOl0ubeqQOdHTwSee65rbO8OYgIIk9NtgAR9LOV5DsFBJMN2,19.55
Rodrigo Melo,rodrigo.melo2@catchit.pt,$2b$12$wQ2ynYS4nR2XXPXtzZquM.A2t2pxG.OUZwAcoxfCu2IzP0OjNZ7k.,430.43
Jorge Nunes,jorge.nunes2@catchit.pt,$2b$12$QQdqRHzgJZ0AMfC7S2IgbOKn0D5.B5qrK/MxmQGRMdBwmzsVa7N6y,494.0
Leonor Cunha,leonor.cunha@catchit.pt,$2b$12$FQa0nC01TvKEj8ZPPIhrB.CU.6TH9cit2jV7zIEKY/d0vg.aESiZa,453.74
Cláudia Oliveira,claudia.oliveira1@catchit.pt,$2b$12$ifIRNOSgRgyFDxBVWioS/e0tXhMpTKnoBOXvNnoKVRlhb5fHg11My,433.48
Eduardo Cunha,eduardo.cunha2@catchit.pt,$2b$12$lWStW2ix2gk/dQzeY99lWuwmqDs./Bw2SMg8rjQBUdKaHgZ1wyZM2,163.23
Vanessa Tavares,vanessa.tavares1@catchit.pt,$2b$12$qsDsRrrDv38YsZ42HKzupemzJ0MhTyGya2.7DJh3FhRby2aLRZ7HK,265.11
Vanessa Reis,vanessa.reis1@catchit.pt,$2b$12$sp3K8VcKMfV2gs.MlV4bBeqU1AB5j0yRiEkU7eqNZUlUX3IslVxFm,183.83
Rodrigo Pires,rodrigo.pires4@catchit.pt,$2b$12$1M5TdK95JbhFcaptXYYAl.xlcImLDwYSOMLdgo6sOJg8R5QDyivwu,67.51
Inês Carvalho,ines.carvalho2@catchit.pt,$2b$12$wbRFpvDkB7Vi/G0YfQYJLeeANmIdmmjlJxkDG3UUWAWMuLMyx6/KW,469.3
Hugo Soares,hugo.soares1@catchit.pt,$2b$12$zYw3iHTq0d9aRRiixCBxDOgAd2feXVbY5KxsrzQpE5sQxsh8v461y,94.93
Eduardo Cunha,eduardo.cunha3@catchit.pt,$2b$12$CxHBmrMHdFQt9WE51IG9vOaPbafiQ4TRe9p9wQ4j7jUR2SYM1LdBe,82.69
Helena Pinto,helena.pinto3@catchit.pt,$2b$12$fVPdw24rVUltXAXuSN4Gg.BPrGvhU42EtmHwxxYIBAhTjhLS3C9ly,310.45
Afonso Alves,afonso.alves2@catchit.pt,$2b$12$UZ1fbPYnUXBatqWJDTv5/e0MEuOphgKbHTX7E44vD1Bd0XmMO7GIO,485.41
Helena Barbosa,helena.barbosa@catchit.pt,$2b$12$yFD/hQ2khyeBoJ7XgPM/d.n8VyE1QJ15fsyorgimYpYqJdfMmuT/e,403.53
Luís Carvalho,luis.carvalho4@catchit.pt,$2b$12$OlVs4efo1ckMeHyplxfqt.IpmDUX7rHMA7lmssjrev4.hoyM9ABHS,121.19
Francisca Vieira,francisca.vieira4@catchit.pt,$2b$12$5MVCnouMAijkfqXVWt4QgOLtH7czIVB3syYUcKFyARfMuV/vzzBFq,397.86
Diogo Alves,diogo.alves1@catchit.pt,$2b$12$DT03tYZI.RyHDM1smL9gg.9OKapI5NDlL.ydiY4Wrj7HY3ksBQnDa,450.55
Gonçalo Reis,goncalo.reis2@catchit.pt,$2b$12$1OXfpFhfJNaNIod5SF2.2.VqS07Cxxse8ZTTG/JFfj48qipF86tbO,440.31
Raquel Rodrigues,raquel.rodrigues4@catchit.pt,$2b$12$UQNsHyxD20Kvz81oriM1zOFGOFYZ.opkVGyjy8ubKp.Nh4c4Fbcs6,69.75
Helena Ferreira,helena.ferreira4@catchit.pt,$2b$12$mNe1Yr40fTIPQ8euAnlFue.Qg/aMW9aJQaVI.Oc2ePn6MBfdjz3Sq,224.09
Maria Carvalho,maria.carvalho4@catchit.pt,$2b$12$l0F/g/rlY6gv2wjZhPz7GeuUGnRvOAYdN2eh3hDm2QK07DHleMqw.,378.17
Eduardo Carvalho,eduardo.carvalho3@catchit.pt,$2b$12$0STZiRwYSECZfjyVzYMny.LoradcWS02tLrJFEmiKps.tvT3pIJpS,240.92
Eduardo Alves,eduardo.alves3@catchit.pt,$2b$12$S73BZDge976Htnn1DjDAM.RgbLuCGOuTM1F38TiXk5Um5y9QLBTXK,329.04
Leonor Tavares,leonor.tavares@catchit.pt,$2b$12$py32PmUru4Un1Hklx6cQhuWsUdQxK4odHbC8yTjl4E44o7q5fIkRC,246.21
Afonso Gonçalves,afonso.goncalves3@catchit.pt,$2b$12$aH5jtGGsZaXYhf95dsDw7eSrnuYhMwrKTHf2bQBFeVv7141J0idou,415.91
Hugo Borges,hugo.borges5@catchit.pt,$2b$12$MshEVCNiE6tfYtruBcPOYeEqguiBxGSHxj7csZQxGVC7qEgbOUMUy,239.11
Eduardo Alves,eduardo.alves4@catchit.pt,$2b$12$Yxvmbzei3vYdex7S3QY/XuEDTqosFOewY9I5USwq9Bt2aOkcabDCe,443.82
Catarina Teixeira,catarina.teixeira2@catchit.pt,$2b$12$T5vv0QhwNsPvZ1ef/quvLul4NNH08KANdsbVZODEDRZC8aByDMKkS,401.52
Vítor Freitas,vitor.freitas3@catchit.pt,$2b$12$.XWe7pxtv5MDwwJ9zXg/leI1K28XS6hF2pbhTghpzOx/bJOfmhwgm,59.12
Maria Tavares,maria.tavares6@catchit.pt,$2b$12$2dCtqwyExi/OZGDobipdwulq6swZm4BoR.PB32QPGyywDAF0k9gZe,110.19
Sofia Costa,sofia.costa1@catchit.pt,$2b$12$kD02g9qcJGMCitTBE.fRPOyU0pvjJHQDM7dbN4RDdLCcOTol4y./S,417.89
Filipa Barbosa,filipa.barbosa@catchit.pt,$2b$12$ZyqgXJ9h64w32h1ZxAqbmeuE5cDNr0LqZln2tKLwgFWbeQJ5M57Vi,477.6
Filipa Teixeira,filipa.teixeira2@catchit.pt,$2b$12$DR5Dmi5DVdIurP3m2fan1uOtOVXZCNJKKTUpZIN/2RL./5LWgVhmS,98.96
Hugo Barbosa,hugo.barbosa@catchit.pt,$2b$12$6kqb3isQtBtmaP4/DvhaYOijYNqy2u2FTzP75hKvbefxLjj1uLc9u,33.33
Gonçalo Martins,goncalo.martins2@catchit.pt,$2b$12$6SL3g8o0n2HVJWx6vDAn8OYjUhB9ulcaQJnKqQIvWLKFA9USgtLfW,466.34
André Borges,andre.borges3@catchit.pt,$2b$12$uTba6X7nSYseqm2ZVtPfuu7lrlYblebVELa2jUqoxcgVIU5Vv5w8S,316.72
Raquel Gomes,raquel.gomes3@catchit.pt,$2b$12$4SdJLjPg.JT0KQ5SdjP7TOGSiAJDTiokRqc5UuBRS.HDRuqnYUs7W,56.37
Rui Mendes,rui.mendes1@catchit.pt,$2b$12$KPV4xmswazVgOSb7MX2UwOcM6jv..mnb.KkXstIxFkebppZkb0kv2,306.1
Paulo Costa,paulo.costa1@catchit.pt,$2b$12$JEyQ4nI39uy4XkJrYvlqQe26BxqjsNLvhgok0FrQRfIj.SfQ6xlu6,223.39
Gonçalo Martins,goncalo.martins3@catchit.pt,$2b$12$s7QQ/73KTxzfVBN14zqQLu1vHCSAgnEgpmLxFL0gQDutL9LZGiTMa,191.58
Beatriz Almeida,beatriz.almeida3@catchit.pt,$2b$12$92tLK9NfVMSZ3Wzrz1lguOqbkfnnBK4TiECEvC2oE.kdkafII54su,196.04
Vanessa Azevedo,vanessa.azevedo2@catchit.pt,$2b$12$S7SrEdNMeJl9i15bC87W1eH/wKKTwY0QkGMTmyKjfK0/eCOpBpn1a,261.52
Carolina Campos,carolina.campos2@catchit.pt,$2b$12$1GD.YkW0NJ2LygHPfHvZFOVMiLqytheMrneNY8AZTGiJQnbLrdQza,438.91
André Carvalho,andre.carvalho1@catchit.pt,$2b$12$HTZOlncPGxjHsD2h9hY1..qOAwgoYXx3BE2o7hd18VKFNvPiUEBEm,84.79
Paulo Vieira,paulo.vieira2@catchit.pt,$2b$12$1l7NSDFapI8k2Q9P4vWa6OdQGu1h.2NbJyhJG688Qpjlh/bHjVhS6,482.04
Ricardo Coelho,ricardo.coelho1@catchit.pt,$2b$12$JPTp1MeJitwYcrwDxqs.BeYzKrJgl7e10stVpXKE8SwSis2/u98AW,18.27
Sofia Azevedo,sofia.azevedo2@catchit.pt,$2b$12$bJV7LQNwb68ZTHZ.RUxxMeNWe8G7oHaXkzsVoRQ74F9zWkWJ0ogPu,281.49
Raquel Oliveira,raquel.oliveira1@catchit.pt,$2b$12$NQ1OkkCJYqSLq3LGJFce0uVfySFLYW5KAA07ESoB5ziEC80VB1wbW,199.82
Vasco Barbosa,vasco.barbosa@catchit.pt,$2b$12$gzYQvRGDSGTNOFQzAiK5wOKGUOWanNr1KuDYdcMTcrUcBDG9/pdi2,250.73
Mónica Fonseca,monica.fonseca3@catchit.pt,$2b$12$pcAw/x2H3YExfVfuDS01X.1Hi3f2A7YznesMNNE5gkOkP8GiO7sHW,442.13
Hugo Fernandes,hugo.fernandes1@catchit.pt,$2b$12$.4EFFysoILnMMTEoJA9.PeLSpM/qf9OaSYpIpJJ.Zef5PXXKDdkwa,400.99
Susana Reis,susana.reis2@catchit.pt,$2b$12$Y.vND2AKcFBIA8IABhkT1eATPVZUxbrruzGkrIasHXq/c1zOaZKlO,407.14
Helena Cardoso,helena.cardoso2@catchit.pt,$2b$12$ZwVpwES43OaHyxVTnGCRz.grEqaLRXZCGhCwoD2qD4N/St8h4kNce,188.18
Maria Ramos,maria.ramos3@catchit.pt,$2b$12$Jar0abKGUxNSjjBo5PhcfuiNRcthK8cNo/KADOuTJnwAN5bXP8rES,345.97
Paulo Figueiredo,paulo.figueiredo2@catchit.pt,$2b$12$NavM5bU.oDPWtWHqMFrzIeotZOKW52sYJ91iQ4bDF5LoD8IWTssza,161.83
Miguel Rocha,miguel.rocha3@catchit.pt,$2b$12$4vZNoEu3gkT4VC9FzL81Q.VhFo1hjzKlzETJdExhmi0aqUc0DBGzG,427.6
Teresa Azevedo,teresa.azevedo@catchit.pt,$2b$12$j44DxbU5DayDdaH6fvRKQ.290zJ75Lgj8h831qUYJ7uMGEZo8t.hK,347.52
Jorge Azevedo,jorge.azevedo@catchit.pt,$2b$12$lTCLZQ7JvGqfHJC766Vc6.uK30jMJpxakKxFTK7CmrN/UG.ySACKu,412.73
Raquel Santos,raquel.santos2@catchit.pt,$2b$12$VCM9ZHbqPe5hjnuCe3cvT.X105qL310HummNoO0ZHbx181T27uvLO,119.15
Renato Rocha,renato.rocha4@catchit.pt,$2b$12$Hd/FwMbY5VA9eHNCJZloZeI3yzOEaKIQz.1jKB9Swct0TYGJcF2Rq,384.52
Gonçalo Campos,goncalo.campos1@catchit.pt,$2b$12$i1aE98./AQx1vKg4RT.8.uDqZJMufQQyFSK8h2TTlQ80ev91eajFu,496.92
Joana Nunes,joana.nunes@catchit.pt,$2b$12$QaUxHP2ro2hMUrtRSEl3K./E/HqKhW27dwOBFa1bclrSS4wftC6BK,167.0
Marco Gonçalves,marco.goncalves1@catchit.pt,$2b$12$Ijs.MIivTB2/Vv8mxxaQ8.myR1a1tB.KSlMw3XYMWME4u2Cwvkyl.,442.92
Maria Alves,maria.alves1@catchit.pt,$2b$12$.zJza7xrM1qarOFzxQHVg.p7XFOSeEsoFKTFvl4GBJGYozBd2k2Cm,483.13
Jorge Azevedo,jorge.azevedo1@catchit.pt,$2b$12$bSYjv32LHfH6ZclwlCj5ReB72W8x0mTq54VpXmlhmFgLhWl2emOjG,308.21
Vasco Sousa,vasco.sousa3@catchit.pt,$2b$12$FOVX/sCwh62frGJ.1XLnCeCYLN2KtvGtajB1Vngm.T8Vghrdplc7G,93.94
Ana Ferreira,ana.ferreira2@catchit.pt,$2b$12$MeG.3Y.I2Enreufv7KWYFe0b0zklbPSjC2wiGRSkwdDryBpYe.Qte,497.23
Renato Sousa,renato.sousa2@catchit.pt,$2b$12$M2cWxqZz6s474NJxeUWUQuVoqVl8U2ptqsej5NkLIJqBmmAs0Lt/6,495.24
Bruno Marques,bruno.marques3@catchit.pt,$2b$12$lgah0mx6lW.JM4k205diuuNJe5GG1QQtn0atd0hazqtkp.wY39ZtC,278.23
Diogo Oliveira,diogo.oliveira@catchit.pt,$2b$12$Vryj7SLcxdYoMul9PWO03OR3STY6iItQAhLmKzAgtx460sHPjEk6a,349.07
Beatriz Fernandes,beatriz.fernandes1@catchit.pt,$2b$12$0fRi/BYrJnKTwWvBD7UnM.m34NOiGT.h5Aay5teo2p/T.uKwtrnrG,456.85
André Dias,andre.dias2@catchit.pt,$2b$12$c4AU2BdT2CfiEE6huXUos.a29UPaZgTIB7e9ivHzOvEOPpA.SxqcG,79.91
Rui Correia,rui.correia2@catchit.pt,$2b$12$PHpyYCmA8qLiSwSKi2wMcOKhV8Gsx9UMAdECbyS.dkJXzZfYaNaES,341.78
Jorge Fernandes,jorge.fernandes3@catchit.pt,$2b$12$7J9o7ucRUo82KIbrQGMOReOENGO2VH9v9cgFEvx8nJTzTJkkOLRPC,74.49
Bruno Reis,bruno.reis1@catchit.pt,$2b$12$6bz.ETRNgChdc8eapGdKBOPSAN6Rn2VINkEcZ81mn9SVLN.zpuSnu,455.4
Ana Coelho,ana.coelho@catchit.pt,$2b$12$jd74oFrjpJy68Ep7LAZZR.lwhAC5mFPgXIk.DtxDXj91uXEv54rQK,43.77
Carolina Borges,carolina.borges1@catchit.pt,$2b$12$Vf7HMnvhBtT8oqj60V56pufE2VbS92g/NxWw2fL3fhmME0A2Jf5n2,413.21
Raquel Tavares,raquel.tavares2@catchit.pt,$2b$12$RJiVuauxr/udh2IwHKfN7uqx3FBJiNl.imBdqMAdIXAlFKjMLcwbG,482.91
Luís Correia,luis.correia3@catchit.pt,$2b$12$zMNyHjKO7X5tOpA/uNlVIuhrw.X6/UkejvcikE2k8mKtfKLhhUJ3i,314.62
Pedro Borges,pedro.borges@catchit.pt,$2b$12$IU3JK8.K2FPwGh3bzhc8c.03k6w1tPU.e7nR5s14N8ZpobXFefmU6,137.87
Cláudia Alves,claudia.alves2@catchit.pt,$2b$12$szjydzyxueRnGph6bzMEK.XQn2KLYx8KpdUD2BrlMUxOBCSX5OmZK,269.6
Filipa Ribeiro,filipa.ribeiro1@catchit.pt,$2b$12$qHzdz8Cwjb5bhRWGNdMkPegFrRR9noC8hElLQbqTNbjwEPefXdTnS,178.69
Cláudia Barbosa,claudia.barbosa2@catchit.pt,$2b$12$RA2IIs4woaOZHgFZoOMY2.1qBKRp2tl66ApdegIQbeZI07Ayg9yvO,170.74
Mariana Pinto,mariana.pinto@catchit.pt,$2b$12$c5Q/ErhYnKcIQiQs2pEX/uA12Ap.8rxyPVbGe1oHefwZz.IjH7z12,299.55
Carolina Cardoso,carolina.cardoso5@catchit.pt,$2b$12$P3NRpNQZOeRAfUwjEgHNHOgKRnajbCqD0cwfrN0Tk76l6OmISPHhO,475.54
Carolina Jesus,carolina.jesus1@catchit.pt,$2b$12$K7Prbixso/eoX2fxIy0neOj3VeN2C/PHum91NtC1qm5kNk5jdFz3G,88.57
Afonso Simões,afonso.simoes2@catchit.pt,$2b$12$enEOwDPRcXu9NVHrG96PReJlqxmQW9E8ut03Fq15L2eMoNDzfZjdG,47.84
Pedro Cruz,pedro.cruz1@catchit.pt,$2b$12$oHgEHd2v6cO4XjbcsqAwMuntttGIkVT/ph8sVJP8X7RQsWvpO/KNG,107.22
Renato Cunha,renato.cunha1@catchit.pt,$2b$12$.2J7N2wme3Tc5VsTZ07Lqe6EdKJw5xgV2g901ACVmmKV.DLT6Zab2,103.93
Patrícia Campos,patricia.campos1@catchit.pt,$2b$12$567OxHeXAwmMVeT0Mrv45OWhpmdrPjaWuj7ofDdOtssGvKRIZcDIa,54.81
Sérgio Alves,sergio.alves3@catchit.pt,$2b$12$JdtkAwXBUJIn0vZ2tkuhTeDf/jX3ZsKMNulBf6zxL3T64EPR0Alj.,47.15
Daniela Abreu,daniela.abreu4@catchit.pt,$2b$12$xbrPrc73sK4StK8brQx7H.yaMquYkNEmJa9qXWrc0QjZZOw6HTsRm,329.6
Daniela Azevedo,daniela.azevedo2@catchit.pt,$2b$12$p8sEXnYnvjRJ0okStZtDeebcGIuz1PDJOnydggabC3wVzBILYfrze,97.38
Carolina Pires,carolina.pires1@catchit.pt,$2b$12$zwMN6XeDNJ4dBLwH12/fs.Z3qhhWjrhleC.6OLPKaIC.Qg9UNyKkG,146.61
Catarina Figueiredo,catarina.figueiredo@catchit.pt,$2b$12$98sV6rHBnBVwHm8NrrDelOo8Mbgjh5/w837LPTHxzqg6AW0Q4lTmS,104.06
Hugo Fonseca,hugo.fonseca1@catchit.pt,$2b$12$YV6oURibTofAv/eZHN8L0ug6nJMKRkMsaIftl.8GoJl9sX/Jy5h0C,491.85
Susana Oliveira,susana.oliveira2@catchit.pt,$2b$12$ahuVomeFpjCvYzJXrnhgh./QcwRiJaFJiF1p3WJf37eo62QELCw0O,31.03
Ana Gomes,ana.gomes@catchit.pt,$2b$12$c0nZCwIObxR008xWlH3cZOc.kwEe4Hgx2E/B13IwM3/vBP39nsB3G,18.36
Vanessa Marques,vanessa.marques@catchit.pt,$2b$12$YFjA0n7s.x0Lh6GYi75CCOke/TJo/hACsbeIS0FWr0kAPkXxj.ftW,276.58
Leonor Martins,leonor.martins@catchit.pt,$2b$12$q43mIyM/LK39hLyHeg004ex6asSm/tM3qVoiC0UtPDEb.eLj7Raim,479.98
Inês Monteiro,ines.monteiro2@catchit.pt,$2b$12$fn0lqUcgA4eHNP38AHgoJOUKq1D6YAPQSMRMSKCAKhexJIhfcslbC,367.83
